ra,dec,parallax,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
102.14271344618432,-20.740510358450646,1.3777109102355054,0.9874664,13.908108,14.21605,13.435668,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.589447239200574
101.55367004995414,-20.122048492066472,1.3761116837306715,0.99710417,14.209713,14.578614,13.673942,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.5977899562687214
102.03863231906541,-20.376716358772786,1.3750049178100325,1.0190749,19.605072,21.098593,18.343079,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.5993661739633389
101.27174628336829,-20.15966691146574,1.3758080571530944,0.9976733,16.767916,17.549156,15.912972,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6028984473724266
100.86538060472648,-20.77094501705411,1.3743003982662705,1.0165299,17.528395,18.69651,16.465464,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6077949200571661
100.94245664858163,-20.42698872993434,1.3760477446347612,1.5899578,19.931755,21.386951,18.55142,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6084975575821516
101.51301260111264,-20.109653242746216,1.374021039271601,1.2484837,11.174963,11.2354765,11.054926,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6089629042714052
102.14915532145922,-20.578727965328362,1.3779984042202182,1.008964,18.08066,19.181599,17.060108,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6115954390375863
100.94880932811982,-20.40883768218872,1.3718612787558067,1.0693537,14.815494,15.330672,14.145942,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6122917124575585
100.8470163174918,-20.766910522006462,1.3741736292137403,0.99858946,19.841208,,,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6245899276499807
102.06226454963361,-21.07748545731702,1.3750679230980907,1.0120552,14.219498,14.564148,13.710099,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6262481035127713
101.16172755549853,-21.253229389243923,1.3723370782129694,1.0164355,20.541628,21.02721,19.232204,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6271476537547297
102.17263449228633,-20.881308162004125,1.3773209364242118,1.0162458,18.600801,19.806946,17.523937,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6378345491070596
100.88524137663933,-20.4448542512991,1.3715589741366814,1.0534564,20.873634,21.314957,20.060038,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6482382534329878
101.85084921477187,-21.294303212888124,1.3743846115089458,1.0055335,18.700129,20.015062,17.569761,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6564663812231609
101.72449167887326,-21.34673680585165,1.371926638165982,1.8986641,12.969761,13.21075,12.578976,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6584370416998421
100.84301888252713,-20.932940882608563,1.3748698225837381,1.0676433,19.623562,20.91658,18.596764,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6617802654151305
102.14861504996867,-20.417581504283913,1.377849861542568,1.0136902,20.454765,21.412113,19.256563,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6669887149514089
100.85708625725363,-20.98731332997983,1.37358502805527,1.0546374,20.73739,21.271053,20.027054,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6691699503997762
101.97821464697601,-20.206092071931653,1.3748055798615042,0.93814826,20.63741,21.04759,20.092258,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6728563140823375
101.87089377601666,-20.13374032246722,1.3748669206556168,1.0154169,20.234327,21.300743,19.068825,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6742612548366531
100.84901427624789,-20.445159701025787,1.37416990190107,1.0436547,14.249159,14.613211,13.72119,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.6790075602254906
102.1617577554181,-21.080436394758745,1.3770057598519052,1.4872342,18.48643,19.280403,17.141743,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7059402684344434
102.16116767638533,-20.35293932787385,1.3716209758345166,1.0289222,19.956059,21.064774,18.875673,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7086994380324326
101.65907789777727,-21.414326891088805,1.3750048652766298,0.9797427,17.609095,18.672583,16.614857,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7089572686250535
101.84706265926776,-20.080232076216376,1.3739647481439714,0.9698515,20.828611,21.097555,20.301867,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7110773405821323
101.85776576724199,-21.354730948183118,1.3755580106963499,1.1712387,20.811422,20.853361,19.504805,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.712915190522795
100.74905971562156,-20.7162947174763,1.3769057413319326,1.0078657,20.49265,21.41438,19.245235,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7144500764998195
102.07678229734618,-20.23592792747813,1.3741441801134648,1.1386601,10.697105,10.756115,10.577133,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7155663420720825
101.99142973859583,-20.15925121421776,1.3717746024522302,0.9619478,20.30363,21.415272,19.143543,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7169053287378432
102.13706064119076,-21.141428589758146,1.3770347276451793,1.0777615,20.880556,21.13878,19.912039,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7201600331862568
101.36359173438419,-21.427720443177442,1.3714243427986126,0.99186444,17.391062,18.29,16.47608,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7226612254849046
100.96636207102539,-20.206253373469938,1.3769654006021546,1.0952642,20.509338,21.267014,19.41112,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7243685558878948
100.84793310803354,-20.3379528822828,1.3768237037106135,1.1520382,15.648241,16.247694,14.912543,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.729868160453929
102.20695873477894,-20.38418557947269,1.3726042355503107,1.0786395,20.352757,21.333172,19.177233,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7308868428294483
102.29662859265184,-20.592831060364574,1.3754343432140093,0.9744042,16.781008,17.594507,15.893556,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7440569928951134
101.33368577439937,-21.449910917316753,1.3727046579615412,1.0558928,19.907349,21.062828,18.771217,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7501683725267184
102.30821678354609,-20.8612221687587,1.3741037020634832,1.107827,20.829428,21.6936,19.702374,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7570838709195932
100.81030443636591,-21.111547389041448,1.374039492733497,1.0469364,19.954834,21.054821,18.734934,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7649335305506508
101.69051587408754,-21.469015885032196,1.376575886102515,1.0646874,20.661798,21.45849,19.627556,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.768479418304324
101.528770614939,-19.946525471925668,1.3739192782333174,1.0176154,19.709377,,,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7722340804674543
101.31172519649328,-19.955621052908683,1.3769919426491397,0.971754,19.88644,20.822702,18.872929,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7859665757925469
102.36158143591318,-20.645594847471358,1.3773542963471381,1.0649716,20.771711,21.17503,19.902792,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.7973379668345935
101.62521967378416,-19.919792969065362,1.376491794802434,0.9877715,18.135418,19.335949,17.082296,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8057374246368743
101.64434764668138,-19.917401324532246,1.3766023695415692,1.1056366,20.859451,21.242205,20.033176,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8106418471756777
102.21880973578786,-21.19900099979336,1.3743726887679413,0.99437404,19.498278,20.405664,18.54168,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8156699817089138
101.1214197698897,-21.458313681373813,1.3743623801860494,0.9797985,20.616274,20.892025,19.946135,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8249636684120605
100.63249469675237,-20.783205882551922,1.3735567326854021,1.0267118,20.0292,21.216644,18.89666,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8258211269266585
101.01798644967641,-20.02625501204055,1.3778996745988108,0.9991621,16.589197,17.330181,15.76162,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.833435754909886
101.66425066646659,-19.888637549647235,1.3729234918700577,1.0132983,15.996538,16.657837,15.205847,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8420291053923062
101.15697524434589,-19.932104301596603,1.3761348747955713,1.0639493,20.168322,20.676235,19.03395,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.854397942211704
100.59834325594754,-20.848137470932848,1.3775912442507503,1.0038053,20.78992,21.292658,19.857424,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8647975937580337
101.87848148220287,-19.922384876811687,1.3764780874527416,1.0686489,20.186329,20.912828,19.362726,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8668990219132157
101.00495673216422,-21.448801207172476,1.3736105538918197,1.0210308,19.269403,,,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8705077237774016
101.33275118774674,-21.581413682650474,1.3770021218297719,1.0301489,20.794174,20.412567,19.579185,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8790035661383461
102.46170443727637,-20.710078162276265,1.3763346763011803,1.0011942,19.194635,20.551786,18.096064,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8875098162470365
100.562456222454,-20.755863759102972,1.3734571509685791,1.0072684,20.354927,,,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8896466150365601
101.06712797770551,-19.926548099813413,1.3736690751592635,1.0592227,17.186274,17.713928,16.109365,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.8956065199652917
102.42956204233262,-20.423426920378716,1.3779415732026994,0.94503236,14.870015,15.287751,14.288067,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9075590360091051
101.43069554437064,-21.623436793553115,1.3770685284976203,0.99057466,17.849596,18.957401,16.819736,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.908061851177822
102.1076490448156,-21.443470470574702,1.3773908867162663,1.132857,20.581108,21.677,19.386278,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9128915741709911
100.73206476258264,-21.275058332057956,1.3765017019908747,1.01917,19.742535,21.09049,18.479387,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9170841901132509
101.88425279436042,-19.864419156000352,1.3757910239841962,0.9752781,20.880781,21.314547,20.287188,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9224788653965861
101.71320955976707,-21.623392192685337,1.3722333089607597,0.99293184,20.401485,21.338833,19.36706,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9238557109348372
102.02202483881587,-21.52639339623944,1.3729775347420496,1.7518158,11.972139,12.097907,11.742508,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9370410628781568
100.55863660225563,-21.028947977592097,1.3779289913287431,1.0860314,20.825645,,,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9440915079418394
102.38744524754539,-20.226525285673848,1.373059713775517,1.146532,20.68244,20.668291,19.59367,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9557268021071108
100.72198321684455,-21.326467140014405,1.377793151226937,1.041444,20.61019,21.429415,19.355139,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9563055534401145
100.58821389888949,-21.13153710956209,1.371086208202666,0.95752484,20.978706,21.647646,19.663042,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9573276305461397
100.90793161032326,-19.94597196275635,1.3774881277493225,1.0360206,20.007868,21.213009,18.787466,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9585258375748474
102.53655544221178,-20.788253717299117,1.376766095126203,0.9987708,17.390978,18.311712,16.441261,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9597630797480057
101.765681834979,-19.788004470563415,1.3737113947110924,1.0656819,20.730043,21.126654,19.975092,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9603530536041713
102.5473112647598,-20.816542462178628,1.3763602095604421,1.0184137,20.731968,20.93763,19.929543,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9721454056069848
101.178640129977,-21.643817696170505,1.3751717897456466,0.9864693,19.890186,21.200068,18.699413,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.976287697859033
100.77752196897877,-20.02213309315365,1.373521997367492,1.032546,19.669853,21.110477,18.496758,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9799673492973147
101.04022197173344,-21.596068134043698,1.3737454799677533,1.1557562,20.712477,21.153273,19.602564,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9819545295653863
101.33609905921564,-21.701131175444306,1.3737587432993685,1.1370095,19.105087,17.601503,16.264652,NGC 2287,101.51292,-20.71861,1.36,-4.339,-1.381,23.37,2000,0.9962438573884975
